time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
9.045653,0.0325,0.0542,-0.0215,0.067
9.061848,0.0110,0.0614,0.0147,0.064
9.079080,-0.0082,-0.0079,0.0100,0.015
9.099849,0.0086,-0.0436,0.0118,0.046
9.132571,0.0040,-0.0213,0.0409,0.046
9.146505,-0.0031,-0.0182,0.0222,0.029
9.161854,-0.0006,0.0082,0.0403,0.041
9.182030,0.0329,0.0816,-0.0126,0.089
9.202512,0.0280,0.0680,-0.0472,0.087
9.231527,-0.0082,0.0266,0.0273,0.039
9.247985,0.0323,-0.0221,0.0176,0.043
9.263606,0.0105,0.0557,-0.0260,0.062
9.284374,0.0056,0.0223,0.0608,0.065
9.305181,0.0222,-0.0590,0.1080,0.125
9.338053,-0.0164,-0.0374,0.0674,0.079
9.364695,0.0049,0.0038,0.0508,0.051
9.378602,0.0192,0.0080,0.0274,0.034
9.394678,0.0527,-0.0097,-0.0126,0.055
9.411691,0.0502,-0.0101,-0.0459,0.069
9.429113,-0.0049,-0.0061,-0.0923,0.093
9.454060,-0.0142,-0.0392,-0.0455,0.062
9.480747,-0.0211,0.0358,-0.0261,0.049
9.494309,0.0222,0.0648,-0.0132,0.070
9.511904,0.0486,0.0669,-0.0292,0.088
9.537748,0.0152,0.1251,0.0285,0.129
9.562551,-0.0324,0.0636,0.1145,0.135
9.577317,-0.0371,0.0437,0.1121,0.126
9.594016,0.0108,-0.0055,0.0611,0.062
9.610867,0.0563,-0.0254,0.0262,0.067
9.637166,0.0372,-0.0298,0.0193,0.051
9.665990,-0.0705,0.0062,-0.0931,0.117
9.676744,-0.0155,-0.0015,-0.1346,0.136
9.694637,0.0492,0.0213,-0.1154,0.127
9.735645,0.0040,0.0427,0.0146,0.045
9.737679,0.0040,0.0427,0.0146,0.045
9.764682,-0.0102,-0.0421,-0.0057,0.044
9.776746,0.0018,-0.0617,0.0028,0.062
9.795380,0.0136,-0.0197,0.0083,0.025
9.833897,-0.0033,-0.1015,0.0459,0.111
9.859292,0.0013,-0.0999,0.0242,0.103
9.859993,0.0371,-0.0666,-0.0454,0.089
9.878363,0.0418,0.0192,-0.1198,0.128
9.898805,-0.0039,0.1160,-0.0843,0.143
9.934468,0.0033,-0.1263,0.0235,0.129
9.963923,-0.0230,0.0180,-0.0050,0.030
9.964685,-0.0230,0.0180,-0.0050,0.030
9.981133,0.0153,0.0303,-0.0437,0.055
10.001979,0.0392,-0.0336,-0.0446,0.068
10.035378,-0.0254,0.0154,-0.0623,0.069
10.061585,0.0176,0.0447,-0.0628,0.079
10.076507,0.0416,0.0331,-0.0642,0.083
10.092907,-0.0016,0.0219,-0.0126,0.025
10.109343,-0.0303,0.0198,0.0190,0.041
10.126522,0.0104,0.0057,0.0393,0.041
10.151516,0.0221,-0.0078,-0.0118,0.026
10.183762,0.0194,0.0200,-0.0099,0.030
10.193486,0.0097,0.0338,0.0104,0.037
10.208916,-0.0143,0.0380,0.0306,0.051
10.250658,0.0043,-0.0187,-0.0484,0.052
10.257853,0.0043,-0.0187,-0.0484,0.052
10.276149,-0.0079,-0.0212,-0.1013,0.104
10.293099,-0.0057,0.0029,-0.0641,0.064
10.309146,0.0015,0.0031,-0.0145,0.015
10.350290,0.0038,-0.0053,0.0422,0.043
10.351936,0.0062,0.0070,0.0212,0.023
10.375762,-0.0106,0.0722,-0.0394,0.083
10.393349,-0.0011,0.0730,-0.0413,0.084
10.410798,0.0180,0.0336,-0.0272,0.047
10.432420,0.0179,0.0272,0.0138,0.035
10.458785,0.0251,-0.0286,0.0347,0.051
10.475315,0.0131,-0.0350,-0.0013,0.037
10.493496,-0.0494,0.0426,-0.0413,0.077
10.533393,0.0631,-0.2205,0.1731,0.287
10.568611,-0.0256,-0.0377,0.0207,0.050
10.569323,-0.0256,-0.0377,0.0207,0.050
10.574733,-0.0256,-0.0377,0.0207,0.050
10.596547,0.0007,0.0283,-0.0560,0.063
10.631917,-0.0208,0.0333,-0.1023,0.110
10.647523,-0.0016,-0.0135,-0.0718,0.073
10.657048,0.0320,-0.0200,-0.0539,0.066
10.677254,-0.0207,0.0675,-0.0471,0.085
10.697760,-0.0279,0.1548,-0.0709,0.173
10.728412,0.0462,0.1159,-0.0599,0.138
10.741892,0.0893,0.0686,-0.0841,0.141
10.759238,0.0295,0.0097,-0.0155,0.035
10.780987,-0.0422,-0.0939,0.1140,0.154
10.800698,0.0275,-0.1419,0.1072,0.180
10.828410,0.0084,-0.0455,0.0385,0.060
10.841644,0.0011,0.0735,-0.0458,0.087
10.862304,0.0345,0.0349,-0.0350,0.060
10.883020,0.0226,-0.0391,0.0073,0.046
10.903076,0.0011,-0.0010,-0.0068,0.007
10.924538,0.0155,0.0750,-0.0443,0.088
10.943110,0.0083,0.0838,-0.0261,0.088
10.964745,0.0178,0.0329,-0.0188,0.042
10.985422,-0.0158,-0.0208,-0.0317,0.041
11.005950,-0.0015,-0.0047,-0.0411,0.041
11.047763,0.0173,-0.0514,0.0492,0.073
11.048896,0.0173,-0.0514,0.0492,0.073
